EmployeeID,Age,Gender,Department,Tenure,PerformanceScore,JobSatisfaction,EngagementScore,TrainingHours,PromotionLastYear,Turnover
5278,32,M,IT,8,4.7,2.1,4.6,79,No,1
5279,19,F,HR,1,4.8,1.4,1.2,68,No,0
5280,29,M,Marketing,7,2.3,2.9,4.1,62,Yes,1
5281,31,F,HR,6,1.7,2.0,2.8,64,Yes,1
5282,21,F,Finance,9,2.2,2.4,3.3,25,Yes,1
5283,20,F,Sales,7,2.5,4.2,1.9,25,No,0
5284,25,M,IT,7,1.4,3.8,1.7,71,Yes,1
5285,37,M,Finance,1,1.9,4.7,3.9,54,No,1
5286,38,F,IT,7,1.1,3.4,3.5,36,Yes,1
5287,29,F,Finance,6,3.4,1.8,2.6,2,Yes,1
5288,51,M,HR,9,4.1,3.5,1.3,83,No,1
5289,29,F,HR,6,1.9,1.0,4.1,72,Yes,1
5290,41,M,Sales,1,2.2,1.0,2.6,51,No,1
5291,39,F,Marketing,2,3.7,3.3,4.4,41,No,1
5292,43,M,IT,6,4.4,4.4,1.7,64,No,0
5293,58,F,Finance,9,3.3,4.2,4.6,94,No,0
5294,44,F,HR,2,1.7,2.8,1.2,67,No,0
5295,27,M,Marketing,3,3.7,4.2,3.0,11,Yes,1
5296,53,F,Finance,3,4.2,2.4,1.9,31,Yes,1
5297,19,M,HR,7,3.9,2.9,2.1,21,Yes,0
5298,41,M,IT,3,2.1,1.8,4.3,44,No,0
5299,18,M,Marketing,2,3.5,2.1,2.6,97,Yes,1
5300,53,F,Marketing,6,3.1,4.0,3.0,53,Yes,1
5301,23,F,HR,9,4.9,3.7,3.5,83,Yes,1
5302,63,F,IT,7,4.2,4.8,1.9,69,No,0
5303,49,F,Marketing,9,4.3,2.0,4.7,82,No,0
5304,46,M,HR,8,2.2,3.6,2.3,42,No,1
5305,37,F,Finance,8,3.3,2.9,4.6,42,No,1
5306,51,M,IT,7,1.6,1.3,1.3,84,Yes,1
5307,44,M,HR,3,3.9,1.7,1.4,10,Yes,0
5308,20,M,Sales,9,1.4,2.9,3.9,71,Yes,0
5309,40,M,Finance,1,2.2,3.4,3.1,37,No,1
5310,57,M,Marketing,8,1.1,1.7,3.7,57,Yes,1
5311,48,M,Finance,1,4.7,3.2,2.1,59,No,0
5312,29,M,Sales,5,3.4,1.1,2.9,73,No,0
5313,50,F,Marketing,6,1.4,3.5,3.1,15,No,0
5314,49,M,Sales,9,2.5,2.4,3.1,76,Yes,1
5315,35,F,IT,9,4.2,2.7,1.1,43,Yes,0
5316,23,F,HR,1,2.8,4.6,4.9,60,No,1
5317,28,F,IT,3,1.3,2.2,1.0,50,No,0
5318,43,M,Sales,1,2.5,4.4,3.9,38,No,0
5319,55,M,HR,7,3.3,2.6,3.6,34,No,0
5320,63,M,IT,3,4.7,4.9,3.2,42,No,1
5321,41,F,Marketing,2,4.9,3.0,2.1,63,Yes,1
5322,63,M,Sales,3,1.3,4.9,1.3,76,Yes,0
5323,36,F,Finance,5,2.6,4.4,2.2,16,No,1
5324,62,F,Sales,3,2.3,1.2,3.8,33,No,0
5325,41,F,Finance,8,3.6,4.7,4.2,74,Yes,0
5326,43,M,HR,6,2.0,4.0,4.4,59,Yes,1
5327,62,M,Finance,1,4.2,4.4,1.7,51,No,1
5328,26,M,Sales,5,3.5,2.9,2.4,14,No,0
5329,19,M,Sales,9,3.3,4.9,5.0,97,Yes,0
5330,56,F,HR,8,1.2,3.1,2.8,32,Yes,0
5331,22,M,Marketing,5,1.5,4.1,1.8,66,Yes,0
5332,35,F,Finance,8,2.8,4.2,1.4,24,No,1
5333,38,F,Sales,8,2.3,1.2,4.5,25,Yes,0
5334,34,M,HR,1,1.6,2.3,4.2,92,No,0
5335,54,M,Sales,8,2.6,1.3,4.5,64,No,0
5336,52,M,IT,5,4.6,4.5,2.4,19,No,0
5337,56,F,Sales,8,2.7,4.9,2.5,55,Yes,0
5338,51,F,HR,9,1.9,4.6,2.1,10,No,0
5339,37,M,Sales,9,3.6,1.5,2.3,56,No,0
5340,60,M,Finance,4,2.0,3.4,2.5,63,No,0
5341,27,F,Sales,6,3.3,3.2,1.1,63,No,1
5342,30,F,Finance,7,1.9,2.6,4.2,82,Yes,0
5343,56,F,IT,9,4.2,2.6,4.9,73,Yes,0
5344,30,F,Finance,3,4.4,5.0,4.5,70,No,0
5345,44,F,Sales,7,4.8,3.7,4.1,79,No,1
5346,20,F,Finance,4,4.7,3.2,4.3,21,Yes,1
5347,35,M,IT,2,4.2,2.3,2.1,55,Yes,1
5348,30,M,Marketing,8,4.7,2.3,2.1,43,Yes,0
5349,21,F,Marketing,5,1.9,3.0,3.9,92,Yes,1
5350,47,M,Sales,4,3.0,2.2,3.5,60,No,0
5351,18,M,Sales,9,4.4,2.1,2.5,51,Yes,0
5352,22,M,HR,7,1.6,1.7,1.9,77,No,1
5353,51,M,IT,9,5.0,4.9,2.1,30,No,1
5354,53,F,IT,5,2.5,2.8,1.9,18,No,1
5355,50,F,IT,9,2.1,4.7,3.0,12,No,0
5356,59,F,Finance,1,2.8,4.8,4.2,12,No,0
5357,55,M,Finance,3,2.1,3.7,3.2,89,Yes,1
5358,46,F,Marketing,9,3.6,2.7,3.8,13,No,0
5359,38,F,HR,6,4.5,3.7,2.5,53,No,0
5360,52,M,HR,2,3.7,3.8,2.1,64,Yes,0
5361,33,M,Finance,4,1.9,1.1,1.4,51,No,1
5362,44,M,Finance,8,2.5,1.2,3.9,72,Yes,0
5363,57,F,Finance,8,2.4,2.5,3.1,83,No,1
5364,40,M,Finance,6,4.2,3.1,4.3,71,No,0
5365,44,M,IT,6,1.7,2.3,1.6,37,Yes,1
5366,41,F,Marketing,1,4.9,4.9,3.8,3,Yes,0
5367,22,F,Marketing,3,4.3,1.1,2.7,29,No,1
5368,46,M,Finance,4,2.9,4.7,4.4,16,Yes,1
5369,29,F,Marketing,1,3.1,2.4,4.9,91,Yes,1
5370,35,M,Finance,3,2.0,1.4,1.2,28,No,0
5371,64,M,HR,2,4.2,1.5,2.3,70,No,1
5372,53,M,Sales,3,4.9,2.5,1.5,87,Yes,1
5373,61,M,IT,6,2.2,1.9,3.5,39,Yes,0
5374,30,F,Finance,9,4.6,2.0,2.1,35,No,1
5375,33,M,IT,5,1.6,4.9,1.3,38,No,0
5376,30,M,Sales,7,1.8,3.7,2.8,34,Yes,0
5377,22,F,Finance,5,3.1,3.9,1.1,79,No,0
5378,49,M,Marketing,1,5.0,1.8,2.6,13,Yes,1
5379,57,F,IT,2,3.6,1.1,3.8,69,Yes,0
5380,48,F,HR,7,1.2,3.6,4.7,61,No,1
5381,49,F,Marketing,3,3.7,2.6,2.7,83,Yes,1
5382,18,M,HR,8,3.5,1.2,3.9,93,No,1
5383,41,M,Finance,6,4.8,2.6,3.1,44,Yes,0
5384,28,F,HR,5,2.8,1.7,4.1,6,No,0
5385,28,F,IT,1,2.6,3.0,1.1,47,No,1
5386,54,M,Sales,4,4.1,3.2,4.0,36,No,1
5387,50,F,Marketing,3,3.3,5.0,5.0,60,Yes,0
5388,36,M,HR,7,2.5,3.1,4.9,62,Yes,1
5389,58,M,IT,5,1.6,3.4,4.3,27,No,1
5390,61,F,Finance,4,1.8,4.7,3.4,86,Yes,0
5391,20,M,Finance,4,2.8,2.5,2.1,61,No,1
5392,39,M,Marketing,8,1.7,3.5,4.5,89,No,1
5393,59,F,Finance,2,4.4,3.0,1.5,78,No,1
5394,35,F,HR,2,4.3,2.2,4.2,49,Yes,0
5395,39,F,Sales,9,4.9,3.6,1.9,38,Yes,1
5396,21,F,Sales,4,4.4,1.9,4.6,95,Yes,1
5397,32,F,IT,4,3.5,2.4,5.0,16,No,1
5398,32,F,Marketing,6,1.2,2.8,1.4,12,Yes,1
5399,26,M,Finance,2,1.3,3.6,4.2,20,Yes,1
5400,62,F,Finance,7,4.9,3.4,4.5,71,Yes,0
5401,47,F,Marketing,7,2.4,3.0,3.5,76,Yes,0
5402,34,F,Sales,6,3.3,1.3,1.5,82,No,0
5403,64,F,Sales,4,4.0,4.2,1.2,14,No,1
5404,41,F,HR,1,2.3,2.5,4.5,43,No,0
5405,23,M,Finance,4,3.5,4.1,4.8,35,Yes,1
5406,21,M,Sales,5,4.8,2.5,2.3,13,Yes,1
5407,44,F,Marketing,1,2.7,2.4,2.7,49,Yes,1
5408,52,F,Finance,4,3.9,4.2,2.5,0,Yes,1
5409,24,M,Sales,7,4.9,3.6,4.4,58,Yes,1
5410,43,F,Sales,5,4.8,3.7,3.3,13,Yes,1
5411,58,F,Marketing,6,2.9,2.8,4.6,80,Yes,0
5412,29,M,HR,8,4.9,1.2,1.7,51,No,1
5413,58,F,Finance,7,2.3,2.6,1.4,73,Yes,1
5414,58,F,HR,6,2.2,2.3,1.3,9,No,0
5415,28,M,Finance,7,2.3,2.9,3.1,95,No,1
5416,52,M,Finance,8,1.3,4.6,2.8,29,Yes,1
5417,56,M,HR,4,4.1,2.3,3.2,38,No,1
5418,59,M,Sales,6,3.7,4.7,2.9,70,Yes,1
5419,22,M,HR,9,1.1,4.8,3.5,0,No,0
5420,20,F,IT,6,4.2,2.6,2.4,9,Yes,0
5421,54,F,IT,6,3.6,4.8,2.1,54,Yes,0
5422,58,M,Finance,8,2.1,1.7,2.6,95,No,0
5423,63,F,Finance,8,2.7,3.5,3.3,68,Yes,1
5424,25,F,IT,6,2.7,4.2,1.3,50,No,0
5425,27,F,Finance,9,4.0,1.8,3.4,98,No,1
5426,51,M,HR,1,3.1,4.1,4.4,95,No,1
5427,20,F,Marketing,2,2.1,4.8,2.1,65,Yes,1
5428,47,F,HR,1,4.5,4.0,3.2,51,Yes,0
5429,46,F,Finance,1,3.7,1.1,1.9,10,No,1
5430,64,M,IT,1,2.1,1.5,2.2,58,Yes,0
5431,56,F,HR,6,4.0,4.8,4.5,82,No,0
5432,59,M,Sales,7,3.5,3.2,4.5,89,Yes,1
5433,27,M,Finance,8,2.7,3.5,4.4,16,Yes,1
5434,20,F,HR,7,3.8,2.6,2.8,30,Yes,0
5435,39,M,IT,3,4.2,4.9,1.3,88,No,1
5436,25,M,Marketing,9,3.9,2.1,4.6,51,No,0
5437,37,M,Marketing,3,2.8,4.6,2.8,67,No,1
5438,30,F,IT,3,2.7,1.4,1.9,99,No,0
5439,59,F,HR,6,1.7,3.3,1.5,72,Yes,1
5440,62,M,Finance,3,4.5,1.1,3.1,85,Yes,0
5441,33,F,IT,6,4.5,3.2,1.4,63,Yes,0
5442,20,M,Sales,4,4.1,4.3,4.9,84,Yes,0
5443,36,M,Finance,8,2.2,3.2,3.1,48,Yes,0
5444,37,F,IT,1,3.5,4.6,1.6,72,Yes,1
5445,36,M,IT,1,4.6,4.7,2.1,22,Yes,1
5446,50,F,Finance,5,2.8,5.0,2.6,61,Yes,0
5447,20,F,Marketing,3,5.0,1.6,4.8,18,Yes,1
5448,40,M,IT,2,4.9,1.2,2.8,5,Yes,0
5449,43,F,Sales,4,4.2,4.7,2.3,12,Yes,1
5450,51,F,Finance,7,2.5,4.1,3.1,85,No,0
5451,57,M,IT,5,2.6,1.4,2.7,62,No,0
5452,46,F,Sales,3,2.6,2.4,4.9,57,No,0
5453,31,M,IT,5,1.8,3.3,5.0,92,Yes,0
5454,62,F,Marketing,2,1.5,3.9,3.2,3,No,1
5455,50,M,Sales,5,3.0,2.9,3.8,80,Yes,1
5456,45,M,Sales,4,3.1,3.1,4.9,24,Yes,0
5457,35,F,Sales,5,1.7,2.6,2.7,40,No,0
5458,40,F,Finance,1,1.5,4.6,1.5,38,Yes,1
5459,25,M,HR,7,3.2,3.0,4.3,19,No,1
5460,59,F,Sales,2,3.5,1.7,2.9,17,Yes,0
5461,49,F,Finance,9,2.4,4.0,1.0,66,Yes,0
5462,18,M,HR,7,4.3,3.7,2.1,28,No,0
5463,40,F,HR,2,2.1,1.4,2.2,53,Yes,0
5464,42,M,Finance,9,1.1,4.8,1.9,42,No,0
5465,32,M,HR,3,3.8,2.2,4.6,49,No,1
5466,55,F,Finance,9,1.5,1.9,3.8,15,Yes,1
5467,33,F,HR,9,3.6,3.9,2.9,44,No,0
5468,22,F,Sales,7,5.0,1.8,1.9,57,No,0
5469,56,M,Sales,7,3.0,3.3,3.0,74,No,0
5470,41,F,HR,5,2.9,2.4,1.8,4,Yes,0
5471,53,F,Sales,1,2.2,1.9,2.0,62,Yes,0
5472,19,M,Finance,1,3.5,1.3,2.1,67,No,1
5473,50,M,HR,6,1.9,3.4,4.2,92,Yes,0
5474,64,M,Finance,1,1.2,4.4,4.6,43,Yes,0
5475,56,M,Marketing,7,1.2,1.3,4.8,59,No,0
5476,51,M,Finance,9,2.0,2.0,3.1,67,No,0
5477,40,F,Finance,3,1.4,4.5,3.0,1,Yes,1
5478,38,M,Finance,8,3.4,4.9,3.6,94,No,1
5479,55,M,Sales,4,3.4,3.6,2.6,62,Yes,0
5480,61,F,Finance,2,4.5,4.3,3.6,5,No,0
5481,19,F,Sales,6,1.1,3.1,2.9,63,No,1
5482,63,F,Sales,2,4.6,1.7,2.0,23,Yes,0
5483,46,F,Sales,9,4.1,3.3,3.0,33,No,1
5484,32,M,Marketing,7,4.4,3.5,3.2,80,No,0
5485,46,M,Marketing,7,1.8,4.8,4.9,5,Yes,0
5486,21,F,IT,4,3.8,3.1,3.0,35,Yes,1
5487,57,M,IT,4,2.7,3.3,3.6,74,No,1
5488,24,M,Sales,4,3.8,1.8,3.2,54,No,0
5489,38,M,IT,5,1.1,1.4,2.0,85,Yes,1
5490,38,M,Sales,6,4.3,4.6,3.3,34,Yes,1
5491,35,M,Finance,9,1.0,1.9,2.5,88,Yes,1
5492,52,F,Marketing,3,4.4,1.3,2.6,0,Yes,0
5493,39,F,Finance,6,3.8,4.7,2.4,71,Yes,0
5494,34,M,Sales,7,2.7,4.4,4.0,55,Yes,1
5495,23,M,Sales,4,3.4,2.0,1.6,69,Yes,0
5496,31,M,IT,5,3.8,4.4,2.2,98,No,1
5497,48,F,Sales,6,2.8,3.2,2.6,40,No,1
5498,47,F,Marketing,1,2.1,4.0,4.4,73,Yes,1
5499,20,F,Finance,6,4.5,4.8,2.4,59,No,1
5500,31,M,HR,3,3.3,1.3,3.4,63,Yes,0
5501,23,F,HR,9,4.3,3.6,1.2,51,No,0
5502,55,M,Finance,9,3.4,3.2,1.9,88,No,0
5503,21,F,HR,2,4.1,2.3,2.5,69,No,0
5504,53,F,Marketing,2,3.7,3.2,4.4,47,Yes,1
5505,21,M,Sales,2,4.4,3.6,2.7,66,No,1
5506,23,F,Finance,1,2.9,2.0,4.3,44,Yes,1
5507,28,F,Finance,1,2.1,2.5,1.8,74,Yes,0
5508,39,M,Sales,4,5.0,1.4,4.4,33,No,0
5509,22,F,Finance,2,2.2,3.2,4.9,25,Yes,1
5510,51,F,IT,9,4.0,1.1,4.8,73,Yes,1
5511,41,M,HR,6,1.1,4.5,1.9,30,No,1
5512,23,F,IT,3,3.7,4.9,1.0,50,No,0
5513,21,M,Finance,5,3.9,2.1,4.1,49,Yes,0
5514,44,M,HR,2,3.4,4.0,3.8,72,Yes,0
5515,53,F,Sales,1,2.1,4.0,2.0,44,Yes,0
5516,58,F,Finance,3,1.3,3.5,3.8,39,No,0
5517,64,F,HR,5,1.5,4.7,4.3,77,No,0
5518,52,F,Marketing,6,2.5,4.1,4.2,82,No,0
5519,58,M,Sales,7,1.4,1.9,4.6,86,Yes,1
5520,21,M,IT,8,1.2,3.0,2.7,90,Yes,1
5521,21,F,HR,5,1.2,1.7,1.8,62,No,0
5522,33,M,HR,6,1.5,4.2,1.6,63,No,1
5523,27,M,HR,4,3.8,3.5,4.6,47,Yes,1
5524,43,M,Marketing,2,3.9,1.4,1.4,60,Yes,1
5525,32,M,IT,7,3.1,2.1,2.7,76,Yes,0
5526,39,F,Finance,8,4.7,4.6,3.9,7,No,0
5527,27,M,HR,8,1.9,4.3,4.1,39,Yes,1
5528,36,M,Marketing,4,3.8,2.7,1.5,76,No,0
5529,45,M,IT,4,1.7,3.8,2.6,33,Yes,0
5530,56,M,IT,1,4.5,4.2,2.6,67,No,0
5531,54,F,Marketing,6,1.5,4.2,3.7,66,Yes,0
5532,40,M,Sales,8,1.9,4.3,3.6,95,No,1
5533,60,M,Marketing,6,2.9,4.9,3.0,21,No,1
5534,55,M,IT,7,1.1,2.9,1.5,23,Yes,1
5535,52,F,IT,4,1.0,4.8,4.4,62,Yes,0
5536,22,M,HR,3,2.1,4.2,4.3,76,No,0
5537,57,M,HR,6,2.9,5.0,1.1,67,Yes,0
5538,31,M,HR,5,4.7,2.2,1.1,67,No,0
5539,58,M,HR,8,3.8,4.4,2.1,16,Yes,0
5540,51,F,Finance,3,4.5,4.4,3.9,40,No,0
5541,19,F,IT,4,3.7,3.7,2.9,63,No,1
5542,64,F,Marketing,5,4.9,4.8,3.2,91,Yes,0
5543,50,M,HR,3,2.5,2.6,3.5,6,Yes,1
5544,29,F,Finance,1,3.5,2.0,1.0,6,Yes,1
5545,59,M,IT,3,1.0,1.2,3.6,38,No,1
5546,20,M,HR,6,3.8,3.0,4.0,10,Yes,1
5547,49,M,IT,9,2.1,1.9,2.5,96,No,0
5548,55,M,IT,1,4.4,1.9,2.8,47,No,0
5549,30,M,HR,4,2.0,1.4,1.3,53,Yes,1
5550,36,F,Marketing,3,5.0,1.4,4.2,37,No,0
5551,43,F,Marketing,7,1.1,1.8,4.4,47,No,0
5552,22,F,Finance,8,4.8,4.8,4.5,62,No,0
5553,45,M,Marketing,7,3.5,2.7,2.6,13,Yes,0
5554,59,M,HR,1,4.7,1.5,4.8,9,Yes,1
5555,34,F,Sales,5,5.0,3.6,1.5,9,Yes,1
5556,42,M,Finance,3,1.8,2.7,1.7,57,Yes,0
5557,18,F,HR,2,4.9,1.9,1.5,21,No,1
5558,57,M,IT,7,4.4,3.4,3.3,46,Yes,0
5559,40,F,IT,8,3.9,4.9,2.0,23,Yes,1
5560,53,F,HR,1,2.0,4.8,4.1,21,No,0
5561,64,F,Marketing,5,2.8,3.7,4.4,48,No,0
5562,45,F,Finance,2,4.9,1.5,4.7,17,No,1
5563,35,F,HR,2,2.2,4.6,2.2,78,No,1
5564,20,F,Marketing,5,1.5,2.3,3.1,15,Yes,0
5565,42,M,Finance,6,2.0,4.0,1.5,44,No,1
5566,24,F,IT,6,2.9,3.5,2.3,94,No,1
5567,49,F,Sales,5,4.2,2.9,3.6,26,Yes,1
5568,28,F,Marketing,8,2.7,3.4,4.2,53,No,1
5569,57,F,Marketing,1,3.7,1.1,1.8,45,Yes,0
5570,26,F,IT,7,3.2,2.9,3.4,52,Yes,1
5571,30,M,Marketing,1,3.6,2.7,3.1,84,No,0
5572,42,M,Sales,8,3.4,3.8,2.5,48,No,1
5573,32,F,Marketing,8,3.6,3.8,4.1,71,No,1
5574,19,F,IT,6,2.1,4.7,2.0,12,No,1
5575,36,F,Sales,9,2.6,2.5,4.4,37,Yes,0
5576,46,M,Finance,6,4.3,4.2,3.2,35,Yes,0
5577,21,F,HR,5,3.2,1.3,4.8,26,Yes,1
5578,59,M,Marketing,2,4.2,4.0,2.8,63,Yes,1
5579,43,F,HR,6,4.9,2.6,3.5,26,Yes,0
5580,25,M,HR,9,1.2,1.2,2.0,98,Yes,0
5581,29,M,HR,4,2.3,4.5,2.3,61,No,0
5582,21,F,IT,2,4.2,2.7,2.9,97,Yes,1
5583,41,F,IT,7,2.3,1.4,1.8,86,Yes,0
5584,55,M,Finance,4,4.9,4.7,3.3,54,Yes,0
5585,50,F,Marketing,4,2.7,3.1,3.7,40,No,0
5586,56,M,Marketing,6,4.6,3.6,4.0,62,Yes,0
5587,59,F,Marketing,6,3.4,1.9,2.4,11,No,1
5588,35,M,HR,2,3.0,3.9,2.4,92,Yes,1
5589,47,M,IT,2,2.8,3.3,3.0,64,Yes,1
5590,29,M,Marketing,4,3.8,3.3,2.3,10,Yes,0
5591,42,F,HR,2,3.8,3.4,4.3,68,No,0
5592,57,M,Finance,9,4.0,2.5,3.5,17,Yes,1
5593,38,M,Finance,9,4.9,1.3,2.4,4,Yes,1
5594,30,F,Marketing,8,1.3,2.4,4.0,54,Yes,1
5595,21,F,IT,4,2.7,4.7,2.6,43,No,1
5596,32,M,Marketing,6,1.5,1.3,1.1,60,Yes,1
5597,62,M,Finance,8,4.9,1.5,2.7,78,Yes,1
5598,25,M,HR,3,2.9,2.9,2.6,2,No,0
5599,38,M,Finance,5,4.6,4.9,1.5,95,Yes,1
5600,60,F,Finance,5,4.6,4.0,1.6,87,Yes,1
5601,37,M,Sales,7,1.1,4.1,2.5,49,Yes,1
5602,52,M,IT,6,4.7,3.5,3.3,19,No,0
5603,34,F,Marketing,9,3.8,3.8,3.2,79,No,0
5604,39,F,Finance,4,2.2,1.4,4.9,67,Yes,0
5605,22,F,IT,1,1.4,3.7,4.8,16,Yes,0
5606,46,F,Finance,9,2.9,4.5,3.4,51,Yes,0
5607,30,F,HR,8,3.1,5.0,4.7,41,Yes,0
5608,33,F,HR,6,3.7,4.0,1.7,1,No,0
5609,34,F,Sales,4,1.3,4.4,1.2,96,No,1
5610,48,F,Finance,2,1.9,1.3,3.4,46,No,0
5611,25,M,Sales,1,1.8,2.2,3.8,15,Yes,0
5612,45,M,Marketing,1,3.0,1.2,3.6,66,No,0
5613,50,F,IT,5,2.6,4.4,2.6,83,Yes,0
5614,50,M,HR,7,2.7,3.3,1.9,0,No,1
5615,19,F,Finance,1,3.0,1.6,4.8,29,Yes,0
5616,39,M,Sales,8,3.8,1.4,1.4,21,No,1
5617,42,M,Sales,3,3.8,3.2,2.8,48,No,1
5618,25,F,IT,2,3.4,3.8,1.7,29,Yes,0
5619,59,M,Marketing,4,2.2,3.5,1.5,66,No,0
5620,31,F,Sales,6,2.8,3.4,1.5,22,No,0
5621,41,M,IT,1,4.5,4.1,1.8,81,No,0
5622,63,M,Marketing,9,3.1,3.6,3.4,30,Yes,0
5623,33,M,Marketing,7,2.3,2.5,2.5,76,No,1
5624,19,F,Finance,3,2.8,3.8,1.8,31,No,1
5625,21,M,IT,3,4.6,4.4,1.5,73,Yes,1
5626,31,M,Sales,6,2.1,1.5,3.4,74,Yes,0
5627,20,F,Sales,3,4.2,4.6,4.9,74,No,0
5628,27,M,Finance,8,3.2,2.0,4.8,45,Yes,0
5629,41,M,Finance,5,3.7,4.2,3.9,20,No,0
5630,31,F,IT,1,2.1,2.1,4.7,21,No,0
5631,27,M,Finance,2,1.3,4.3,1.6,60,Yes,1
5632,30,F,Finance,7,3.6,1.3,1.6,16,Yes,0
5633,49,M,HR,6,4.1,4.1,1.1,63,Yes,0
5634,45,F,Marketing,4,1.9,3.9,4.2,0,No,0
5635,40,F,IT,8,1.1,3.4,1.4,18,No,0
5636,58,F,Marketing,9,3.1,4.5,2.7,62,No,1
5637,42,F,Sales,2,1.2,2.5,3.1,69,Yes,0
5638,47,M,HR,5,3.5,1.3,4.0,58,Yes,1
5639,42,F,IT,1,1.4,3.0,1.5,2,Yes,0
5640,64,F,IT,8,1.9,1.9,3.7,28,Yes,0
5641,48,F,Sales,5,4.6,3.0,1.2,3,Yes,1
5642,26,M,IT,5,1.6,3.4,5.0,39,Yes,0
5643,36,M,IT,4,3.9,3.8,1.2,71,Yes,0
5644,49,M,HR,3,3.2,1.0,4.9,86,No,1
5645,63,M,Sales,3,2.9,4.0,1.1,29,Yes,0
5646,19,M,HR,5,3.9,4.8,1.9,24,No,0
5647,54,M,IT,8,3.9,2.2,1.8,74,Yes,1
5648,54,F,Finance,2,1.2,1.3,4.9,51,Yes,1
5649,53,F,Marketing,8,5.0,2.6,1.2,85,No,0
5650,35,F,IT,1,4.6,1.7,3.7,70,Yes,0
5651,50,M,IT,8,1.7,2.6,3.8,45,Yes,1
5652,20,F,IT,6,1.9,4.8,4.5,2,Yes,0
5653,37,F,HR,5,3.0,4.3,2.5,37,No,0
5654,48,F,IT,1,2.3,3.8,1.6,4,Yes,1
5655,54,M,Sales,3,4.1,2.3,2.9,40,Yes,1
5656,34,M,IT,2,3.9,3.0,3.9,3,No,0
5657,43,F,Marketing,9,1.1,3.3,1.5,16,Yes,0
5658,40,F,IT,4,3.5,2.7,5.0,36,Yes,0
5659,61,F,Marketing,6,2.2,1.5,3.8,30,Yes,1
5660,55,F,Finance,7,2.9,4.2,1.0,39,Yes,1
5661,20,M,Finance,2,1.3,2.3,2.0,40,No,1
5662,40,F,Sales,3,2.8,2.2,3.8,29,No,1
5663,49,M,HR,6,3.9,4.8,2.6,39,No,0
5664,20,M,IT,1,2.7,1.9,4.6,4,Yes,0
5665,47,F,Finance,6,4.8,4.7,4.6,2,No,0
5666,19,F,Sales,3,4.5,4.8,2.2,19,Yes,1
5667,63,F,IT,6,3.2,2.4,1.7,98,Yes,1
5668,33,M,Marketing,7,4.7,1.6,1.1,97,Yes,1
5669,63,F,Sales,8,1.7,4.3,4.1,22,No,1
5670,60,M,Sales,3,2.4,4.6,4.7,88,No,1
5671,31,F,Sales,5,1.6,3.1,2.4,51,No,0
5672,58,F,IT,8,1.6,4.2,5.0,77,No,1
5673,58,M,Marketing,7,2.3,4.4,3.9,58,No,1
5674,60,M,Finance,9,2.8,4.2,4.6,51,Yes,1
5675,24,M,Sales,9,1.1,3.0,2.1,60,Yes,0
5676,64,F,IT,9,3.9,3.4,3.8,39,Yes,1
5677,52,F,Sales,4,4.6,2.7,2.9,3,Yes,1
5678,64,M,IT,2,3.6,4.3,4.8,43,No,1
5679,37,F,IT,3,4.8,2.6,4.2,23,No,0
5680,47,F,HR,7,3.7,3.1,3.9,67,Yes,0
5681,51,F,HR,4,4.7,4.5,4.3,34,Yes,1
5682,26,M,Marketing,3,3.7,2.3,3.3,95,Yes,1
5683,43,M,Marketing,1,3.5,4.0,3.6,65,Yes,0
5684,54,M,IT,6,4.2,3.9,3.8,54,Yes,0
5685,57,M,HR,7,4.8,1.4,3.1,57,No,0
5686,62,F,Marketing,3,1.9,4.7,5.0,57,Yes,1
5687,51,M,Marketing,8,3.0,1.0,1.9,13,Yes,0
5688,52,M,IT,2,3.4,4.6,4.7,42,Yes,0
5689,50,F,IT,4,4.7,3.2,3.6,6,Yes,0
5690,55,F,HR,2,2.0,3.5,2.6,62,No,0
5691,24,M,Marketing,6,1.9,4.8,1.5,38,No,1
5692,23,M,Sales,9,1.5,4.2,1.2,73,No,1
5693,52,F,HR,5,3.0,3.3,2.5,84,Yes,0
5694,40,M,IT,7,2.2,3.8,1.4,85,Yes,0
5695,30,M,Sales,3,2.2,1.3,4.0,89,Yes,0
5696,47,F,Sales,4,3.3,3.9,2.9,80,No,0
5697,63,M,Marketing,6,1.5,4.2,2.3,14,No,1
5698,54,F,Marketing,4,2.2,1.5,2.8,90,No,0
5699,35,F,HR,5,2.8,1.5,2.4,87,Yes,1
5700,49,M,Finance,2,3.8,4.1,3.5,2,Yes,1
5701,45,M,HR,7,4.0,2.2,4.3,79,No,1
5702,55,F,Finance,3,1.4,1.8,1.8,29,No,1
5703,26,F,Finance,2,4.5,4.5,2.0,16,Yes,1
5704,45,F,Sales,1,1.7,2.4,3.0,31,Yes,0
5705,29,M,IT,1,3.3,4.5,1.2,86,No,0
5706,41,M,IT,5,1.0,3.2,2.6,83,No,1
5707,57,M,Marketing,3,3.0,2.9,4.8,20,No,0
5708,32,F,IT,5,4.9,2.3,4.4,38,No,0
5709,56,M,Sales,9,4.5,1.2,2.9,5,No,0
5710,52,M,HR,2,4.7,2.2,5.0,98,Yes,0
5711,60,M,Finance,7,4.4,2.0,4.3,10,No,0
5712,30,M,Marketing,1,3.9,2.8,4.4,57,Yes,1
5713,59,M,HR,4,4.8,4.0,3.9,13,Yes,0
5714,46,M,Finance,3,2.8,1.8,3.4,2,Yes,0
