CustomerID,Age,Gender,Location,PurchaseFrequency,AvgOrderValue,TimeSinceLastPurchase,Churn
4913,65,F,"Kimberlybury, Arizona",5,157.12,299,0
4914,51,F,"Lake Patrick, South Dakota",4,144.48,268,0
4915,21,F,"Crystalhaven, Oregon",1,37.22,70,1
4916,22,F,"Lake Elizabethhaven, Wyoming",14,14.93,346,1
4917,22,M,"Christopherville, Louisiana",14,175.71,360,1
4918,54,M,"Hannahport, Oregon",15,12.19,42,1
4919,64,M,"New Danielborough, Hawaii",16,136.35,347,1
4920,42,F,"Martinmouth, Utah",18,96.84,9,1
4921,62,M,"Nelsonbury, Pennsylvania",5,19.68,37,1
4922,54,M,"Bryantside, California",15,74.33,46,1
4923,64,M,"Port Stephaniemouth, West Virginia",16,40.99,184,1
4924,48,F,"Millertown, New Mexico",2,114.92,112,1
4925,54,F,"North Kimberlyborough, Montana",1,11.21,242,1
4926,23,F,"South Chelseaburgh, Kansas",12,150.73,139,0
4927,49,F,"Janiceton, Nevada",11,45.21,315,1
4928,32,F,"Thompsonton, Texas",4,27.0,352,0
4929,50,M,"Port Matthewview, Virginia",3,186.46,298,0
4930,18,M,"Port Johnshire, Mississippi",4,70.7,164,1
4931,66,M,"Christinechester, Connecticut",5,119.38,352,1
4932,58,F,"Mccallton, New Mexico",10,179.18,335,1
4933,68,M,"Morrowside, California",17,34.51,121,1
4934,26,F,"Karenton, California",4,133.48,198,1
4935,55,F,"Port Victoriaburgh, Tennessee",10,102.15,174,1
4936,44,F,"Markland, Maine",10,197.48,100,0
4937,30,M,"Port Candace, New Mexico",15,169.47,301,0
4938,65,F,"Josemouth, Vermont",1,141.61,54,1
4939,39,M,"Robinsontown, West Virginia",10,60.37,58,1
4940,40,M,"Andrewview, Iowa",2,172.05,48,1
4941,60,F,"West Justin, Wyoming",18,28.27,339,1
4942,22,M,"Lake Maryview, Ohio",7,21.38,343,1
4943,32,F,"Johnville, Hawaii",15,39.34,67,0
4944,68,M,"Berryland, Florida",9,56.6,149,0
4945,44,M,"Bryantown, Virginia",3,72.71,94,0
4946,56,F,"Lake Christopher, Utah",9,195.18,312,1
4947,23,M,"Floydfurt, Connecticut",12,177.96,124,1
4948,20,M,"Harperburgh, Kentucky",7,190.81,166,0
4949,37,M,"New Kellyfort, Arkansas",7,161.62,120,1
4950,57,M,"Richardmouth, Colorado",1,180.7,294,1
4951,44,M,"Arthurberg, West Virginia",13,79.01,235,1
4952,64,F,"Edwardsmouth, Missouri",19,114.52,184,1
4953,19,F,"New Johnchester, Colorado",13,182.91,149,1
4954,61,F,"Suzannestad, Pennsylvania",16,15.42,211,1
4955,18,M,"Petersonport, Connecticut",2,179.27,13,1
4956,32,M,"Murphystad, Colorado",10,134.83,60,1
4957,37,M,"South Ashleyville, Alabama",6,69.03,321,0
4958,26,F,"New Shawnberg, Mississippi",17,147.25,295,1
4959,49,F,"Mossfort, Iowa",9,104.42,169,0
4960,61,F,"Jessicahaven, Pennsylvania",1,190.93,243,0
4961,56,M,"Sarahtown, Wisconsin",4,157.6,87,0
4962,18,M,"Lake Derrick, Minnesota",3,26.55,113,1
4963,21,F,"Port Brittany, New Hampshire",18,189.32,315,0
4964,59,F,"Nathanport, Washington",2,164.86,300,0
4965,35,M,"Port Michael, Connecticut",19,186.84,336,1
4966,19,M,"West Sara, Minnesota",3,87.94,96,1
4967,30,M,"New Luke, North Dakota",3,137.55,1,0
4968,60,F,"Port Roseport, Florida",12,87.64,112,0
4969,54,F,"Michelleshire, Illinois",5,157.73,234,1
4970,41,M,"Nancyshire, Illinois",9,195.43,197,1
4971,42,F,"Port Elizabeth, Maryland",16,195.94,63,1
4972,58,F,"Kingborough, Maine",18,117.58,176,1
4973,41,F,"Lopezport, Rhode Island",8,110.87,206,1
4974,58,M,"West Jeffrey, Kansas",2,24.53,78,1
4975,32,M,"Rachelville, California",13,125.41,138,0
4976,68,F,"North Adam, North Carolina",19,88.04,78,0
4977,61,M,"West Ronald, California",10,48.73,229,0
4978,33,F,"East Robertland, Massachusetts",9,179.63,155,1
4979,61,M,"Rachelville, Florida",2,76.01,63,1
4980,54,M,"Galvanton, Arkansas",9,137.18,363,1
4981,23,M,"Savagebury, Nebraska",17,31.08,74,1
4982,51,F,"Deniseberg, Alabama",17,142.0,234,0
4983,53,M,"North Charles, Ohio",10,130.45,320,1
4984,32,M,"New Derek, North Carolina",7,145.27,341,0
4985,52,F,"Nicholasview, Colorado",17,81.84,120,1
4986,25,M,"Edwardport, Michigan",17,161.71,103,1
4987,35,M,"Lake Marcview, Connecticut",11,146.64,160,0
4988,34,F,"West Sharonview, Massachusetts",9,149.16,126,0
4989,65,F,"Rayfort, Kansas",18,39.62,120,1
4990,33,M,"Ninaville, Georgia",15,63.35,104,0
4991,31,F,"North Rhonda, South Carolina",4,84.98,97,0
4992,48,F,"Lake Deborah, New York",18,144.88,159,1
4993,52,M,"North Patriciamouth, Kansas",18,37.11,181,0
4994,56,F,"Ericmouth, Arizona",11,86.44,263,0
4995,25,F,"Fordport, California",5,79.34,88,0
4996,20,F,"North Jasonbury, South Carolina",10,127.93,296,0
4997,31,F,"West Sarahville, Massachusetts",15,48.34,180,0
4998,31,M,"Joshuaburgh, Missouri",12,123.07,234,1
4999,25,M,"New Davidstad, Alabama",6,122.09,269,0
5000,68,M,"North Tonya, Massachusetts",13,89.71,343,1
5001,59,M,"Ballberg, Vermont",18,60.16,121,0
5002,18,F,"Dorisfort, California",13,93.18,340,0
5003,31,F,"Lake Jamesland, Idaho",11,74.61,339,1
5004,25,M,"Smithside, Ohio",9,174.49,198,1
5005,50,M,"South Candaceborough, Virginia",14,109.79,82,0
5006,37,F,"Campbellhaven, Virginia",11,32.38,357,1
5007,49,F,"Donaldfort, Mississippi",16,172.59,235,1
5008,60,F,"Port Danielle, Wyoming",14,75.79,199,0
5009,20,M,"East Davidport, New Mexico",16,29.91,314,0
5010,18,M,"West Elizabeth, Nevada",11,40.19,362,0
5011,19,M,"Karenville, Idaho",12,116.19,313,1
5012,30,F,"West Michaelmouth, Idaho",9,59.12,245,0
5013,51,M,"Port Gavinfort, Montana",4,181.52,152,1
5014,53,F,"North Keithberg, Missouri",11,28.44,197,0
5015,20,F,"West Sarah, Utah",2,72.41,70,0
5016,46,M,"Hayesfurt, Utah",3,42.92,323,0
5017,38,F,"Paultown, Delaware",15,177.35,29,0
5018,65,M,"New Lisa, Iowa",1,154.63,332,0
5019,62,F,"Boydfurt, Wisconsin",8,93.34,210,1
5020,39,M,"Carolynchester, Rhode Island",16,119.87,335,1
5021,20,M,"Stephaniechester, Nebraska",1,71.08,290,0
5022,54,M,"Stevenfurt, Washington",7,90.54,288,0
5023,33,F,"East Mario, Pennsylvania",3,43.08,337,0
5024,32,M,"Wilsonstad, Kansas",4,167.28,288,1
5025,45,M,"South Patricia, Nevada",12,123.08,320,1
5026,24,F,"Rosalesfurt, Michigan",9,132.22,128,0
5027,22,M,"Johnsonmouth, Michigan",18,122.47,149,0
5028,54,M,"Donaldville, New Mexico",3,173.12,41,1
5029,22,F,"Johnsonfurt, Michigan",9,171.39,122,1
5030,53,F,"North Patricktown, Arkansas",19,195.82,299,0
5031,21,F,"West Angela, Iowa",7,45.47,95,0
5032,53,F,"New Tiffanybury, Vermont",17,191.0,233,1
5033,53,F,"North Samanthafurt, Oklahoma",10,173.75,123,0
5034,60,F,"Brianland, Vermont",2,90.67,345,1
5035,32,F,"Blevinsview, Indiana",12,57.4,210,0
5036,21,M,"Morganport, Minnesota",4,127.5,327,1
5037,58,M,"Murphyview, South Carolina",11,39.87,122,0
5038,23,F,"South Maria, Nebraska",5,71.94,209,0
5039,47,M,"Port Michellefort, Nevada",18,165.71,344,0
5040,51,F,"West Amyhaven, Wyoming",14,122.85,38,1
5041,25,M,"Hullstad, Tennessee",18,35.01,291,1
5042,30,F,"South Rachel, Texas",10,132.74,327,0
5043,61,M,"Scottton, New Jersey",19,145.32,350,0
5044,29,M,"North Melissaside, Missouri",6,175.31,204,1
5045,47,M,"Port Andrew, Wyoming",16,115.05,30,0
5046,69,F,"Greenland, Pennsylvania",19,60.17,52,0
5047,56,F,"New Kristina, Alaska",7,65.82,270,1
5048,55,M,"New Andrew, Mississippi",13,133.5,240,1
5049,42,F,"Port Elizabethland, Maine",17,130.81,321,0
5050,24,M,"Port Chloefort, Alaska",12,119.72,73,1
5051,21,F,"Lake Rebecca, Wyoming",3,81.18,319,0
5052,20,M,"Port Biancamouth, South Carolina",16,36.35,18,0
5053,60,F,"North Jacob, Georgia",13,176.56,228,1
5054,55,F,"North Chelsey, Texas",11,74.78,188,1
5055,59,M,"New Ashley, South Dakota",4,156.85,321,0
5056,20,M,"Gibsonfurt, New Hampshire",12,190.0,248,0
5057,62,F,"Port Tiffanyfort, Tennessee",9,46.34,100,0
5058,36,F,"Monicamouth, Alaska",19,52.95,325,1
5059,41,M,"New Robertmouth, South Carolina",3,193.58,135,1
5060,38,M,"Weaverhaven, Arizona",4,43.58,158,0
5061,39,F,"Garciaton, Massachusetts",4,158.36,332,0
5062,29,M,"West Kathryn, Oregon",12,155.12,280,1
5063,45,F,"Matthewsville, Wyoming",10,63.29,72,0
5064,65,F,"Bakertown, New Jersey",19,60.8,224,1
5065,60,M,"Hernandezfort, Oregon",13,174.13,290,0
5066,61,F,"Port Stephaniestad, New Mexico",13,55.82,190,0
5067,46,M,"Jenniferton, Oklahoma",1,117.13,354,1
5068,50,F,"Theresaland, New Hampshire",16,154.72,332,0
5069,29,M,"Georgefort, Missouri",2,101.48,151,1
5070,23,M,"New Sarahshire, Connecticut",19,21.01,355,0
5071,61,M,"Christinetown, Georgia",10,172.72,319,0
5072,34,M,"East Patricia, Texas",1,94.87,183,0
5073,47,M,"Mariatown, Indiana",19,28.94,19,1
5074,68,F,"Wardmouth, Texas",14,127.17,270,1
5075,18,F,"New Robertchester, Missouri",7,107.86,19,1
5076,48,M,"Jonesburgh, Oklahoma",5,199.74,95,0
5077,45,F,"Port Tammyton, Arizona",17,30.05,170,0
5078,26,M,"New Gregory, Pennsylvania",12,126.47,101,0
5079,21,F,"Jessicastad, Oregon",6,154.75,42,0
5080,35,F,"West Deniseton, Montana",6,71.08,162,0
5081,41,F,"West Daniellemouth, Idaho",9,112.83,343,1
5082,59,M,"Port Benjaminberg, California",5,172.13,302,1
5083,63,M,"West Samanthaville, Iowa",5,82.81,84,1
5084,21,M,"West Joshuashire, Montana",8,142.34,164,1
5085,53,M,"Samuelborough, California",8,80.54,317,0
5086,38,F,"Shepardmouth, Mississippi",3,192.44,335,1
5087,34,F,"North Louis, New Jersey",6,164.45,150,1
5088,35,F,"South Johnborough, Nevada",17,48.33,205,1
5089,51,M,"New Rebekahburgh, Missouri",9,58.36,61,1
5090,62,F,"Rodgersshire, Wisconsin",10,138.65,313,0
5091,22,F,"Port Meghan, Arizona",9,30.37,235,1
5092,57,M,"Lake Michelle, Arizona",9,29.39,98,0
5093,24,M,"Port Ruthland, Florida",3,33.91,53,0
5094,24,F,"Kleintown, Alabama",9,152.96,167,0
5095,32,F,"Simpsonfort, Nevada",6,196.29,30,1
5096,37,F,"Port Josephberg, Maryland",5,148.8,280,1
5097,21,M,"Gonzalezstad, Rhode Island",13,147.74,249,1
5098,37,M,"Kennethside, Arkansas",5,151.59,234,0
5099,31,M,"Maryview, Virginia",10,57.05,61,0
5100,26,F,"Carlosville, New York",15,143.02,243,0
5101,48,F,"Steveside, North Dakota",17,102.1,40,0
5102,40,M,"Kaitlinhaven, Delaware",13,117.56,5,0
5103,24,F,"Port Amy, Oregon",3,41.69,314,1
5104,19,F,"Crosbyshire, South Carolina",11,73.19,352,1
5105,52,F,"East Amber, Washington",8,108.21,222,0
5106,20,F,"Jillianton, Florida",15,64.18,18,1
5107,22,F,"East Johnchester, Louisiana",3,80.32,13,1
5108,47,M,"Markmouth, Rhode Island",9,128.74,63,1
5109,25,M,"Christopherville, Pennsylvania",11,68.13,147,1
5110,38,F,"Longburgh, California",3,26.2,175,0
5111,69,F,"East Ralphside, Idaho",5,140.23,41,1
5112,34,M,"Holmesfort, Montana",19,188.34,11,1
5113,39,F,"West Brian, Texas",9,93.14,42,0
5114,55,M,"West Robert, Wisconsin",14,139.4,340,1
5115,69,F,"Port Erin, California",18,133.93,299,0
5116,31,F,"North Dakota, Oregon",8,110.35,129,0
5117,33,F,"Jeffreyburgh, South Dakota",12,67.91,81,0
5118,31,M,"South Cameron, Virginia",18,79.22,85,0
5119,25,M,"East Cherylport, Alaska",8,116.77,211,1
5120,68,F,"North Brendachester, New Jersey",5,183.25,140,1
5121,61,F,"Lake Amandaton, Wyoming",1,134.27,179,0
5122,39,F,"Baileystad, Rhode Island",6,184.24,314,1
5123,69,M,"Shawnburgh, Kansas",15,133.06,264,1
5124,22,M,"Jacksonberg, Maryland",6,34.72,140,0
5125,49,M,"Fergusonmouth, Florida",2,188.93,258,0
5126,32,F,"East Robert, Arizona",16,156.39,272,1
5127,56,M,"South Traci, Delaware",16,127.64,78,1
5128,56,F,"Reillyborough, North Carolina",14,80.8,291,1
5129,65,F,"Valeriebury, Oklahoma",12,15.02,167,1
5130,20,M,"New Harold, Kansas",11,170.75,230,1
5131,43,M,"New Kevinmouth, Wisconsin",19,123.69,91,0
5132,45,F,"Webermouth, Florida",4,41.32,278,1
5133,62,M,"West Michaelton, New York",12,174.07,101,0
5134,67,F,"West Aprilville, Arkansas",7,141.22,81,1
5135,36,F,"Loganmouth, Alabama",14,34.65,126,1
5136,47,M,"East Meganton, Ohio",7,145.44,334,1
5137,28,F,"Meltonfort, Rhode Island",2,129.66,339,0
5138,22,F,"Stevenmouth, Idaho",7,107.23,278,1
5139,59,M,"Port Edwardborough, Arizona",17,66.15,302,1
5140,55,F,"Gibsonfort, Illinois",10,164.09,157,1
5141,53,M,"Anthonyton, Maryland",11,117.35,3,1
5142,30,F,"Marquezton, Maine",9,85.04,147,1
5143,52,F,"Lake Clayton, Hawaii",15,57.96,277,1
5144,57,F,"Jamesville, Minnesota",13,92.19,349,1
5145,58,F,"Erinberg, Wisconsin",7,189.44,237,0
5146,22,F,"New Michelle, Wyoming",10,120.36,175,0
5147,31,M,"Shawburgh, South Carolina",4,140.84,287,0
5148,22,M,"Clarkefort, Wyoming",13,175.21,300,0
5149,48,M,"Markborough, Maryland",5,161.92,185,0
5150,40,F,"Carlosfort, South Dakota",14,154.94,87,0
5151,62,F,"Lake Carrieport, South Dakota",18,112.61,77,1
5152,35,F,"New Devin, Indiana",17,177.93,240,0
5153,51,F,"Ryanfurt, West Virginia",11,154.47,151,0
5154,26,F,"Ronaldstad, New Jersey",17,175.08,134,1
5155,67,F,"North Jacob, New Mexico",12,45.91,56,0
5156,59,F,"South Joshuaville, Florida",19,195.33,236,1
5157,34,F,"Stevensberg, Maine",8,65.89,252,0
5158,55,M,"North Johnbury, Tennessee",9,79.79,308,0
5159,22,M,"New Brianfort, Indiana",10,63.17,324,0
5160,28,F,"Michaelborough, Idaho",11,14.27,253,0
5161,29,M,"West Drewmouth, New Mexico",12,37.95,100,0
5162,64,F,"Port Michael, Alabama",4,182.73,342,1
5163,65,M,"Coreyfort, Washington",19,16.21,196,1
5164,50,M,"Hallberg, Oregon",9,32.79,2,1
5165,41,M,"Stacybury, Nebraska",19,186.3,154,1
5166,32,F,"New Marissa, Arkansas",5,87.88,143,0
5167,58,F,"Lake Dawn, Mississippi",8,198.58,74,1
5168,53,F,"New Austin, North Dakota",5,44.75,94,0
5169,40,M,"South Karen, North Dakota",19,159.13,238,0
5170,20,M,"Dukeshire, New Mexico",19,134.02,198,1
5171,55,F,"Clarkfort, Tennessee",4,169.35,113,0
5172,68,F,"Lake Ericamouth, Maryland",14,184.22,29,0
5173,23,F,"Anthonyside, Wyoming",17,187.64,217,1
5174,20,M,"West Alishaland, Wisconsin",7,40.0,173,0
5175,34,F,"Davishaven, Wisconsin",16,23.27,76,1
5176,47,M,"Schultzland, Idaho",8,149.34,177,1
5177,61,M,"North Ashleytown, West Virginia",3,128.81,149,0
5178,22,F,"South Michaelville, Texas",17,187.07,210,1
5179,25,M,"Brownville, Wisconsin",13,150.61,333,1
5180,42,M,"New Jeremyport, West Virginia",5,181.76,351,0
5181,20,M,"Nicholsburgh, Wisconsin",9,96.47,303,1
5182,41,M,"Port Hannah, Tennessee",15,148.71,327,0
5183,63,F,"East Brittanytown, Indiana",1,76.16,50,1
5184,44,M,"Evanshaven, Wisconsin",8,181.16,286,0
5185,68,M,"South Laura, Florida",7,164.0,313,1
5186,53,M,"North Jeffreychester, Arizona",17,42.47,120,0
5187,27,M,"East Rachel, Wisconsin",15,198.79,107,0
5188,55,F,"Michaelchester, Missouri",14,91.14,237,1
5189,62,M,"North Blake, Kentucky",10,123.2,242,1
5190,49,M,"Bowmanmouth, Hawaii",15,157.34,227,1
5191,61,F,"Lawrenceland, North Dakota",6,159.43,225,1
5192,33,F,"Port Raymondchester, Arizona",2,126.88,150,1
5193,44,M,"Coleton, Alabama",17,11.59,65,1
5194,43,M,"South Michael, Rhode Island",5,126.96,231,1
5195,54,M,"Fostermouth, Maine",6,118.52,294,0
5196,57,M,"North Patriciabury, Kentucky",19,39.48,177,0
5197,22,M,"South Walterchester, Florida",5,139.22,24,0
5198,38,F,"West Jacobchester, Vermont",18,179.94,179,0
5199,50,F,"North Caitlin, Connecticut",8,162.25,197,1
5200,60,M,"Courtneyton, Delaware",15,88.76,317,1
5201,32,M,"Taylorbury, Vermont",12,39.12,330,0
5202,22,F,"New Davidstad, Alaska",8,178.68,360,0
5203,60,F,"New Jaime, New Jersey",3,48.88,171,0
5204,19,F,"East Sydneybury, New Jersey",8,42.96,284,1
5205,22,F,"East Matthew, North Carolina",19,189.1,325,1
5206,63,M,"Downschester, Colorado",15,66.65,184,0
5207,47,F,"West Cory, Montana",8,159.71,314,0
5208,23,M,"Moorefurt, Nebraska",18,27.38,118,0
5209,19,F,"Lopezhaven, Missouri",18,59.88,161,0
5210,69,F,"North Christina, Arkansas",6,119.72,312,1
5211,32,M,"West Sarahborough, Massachusetts",7,135.5,155,0
5212,66,M,"Conwaymouth, Iowa",17,90.65,207,1
5213,44,F,"Bryantview, Wyoming",2,98.96,76,1
5214,47,F,"East Traci, Missouri",11,20.26,236,0
5215,66,F,"Lake Lindsay, Idaho",19,18.58,314,0
5216,23,F,"Port Michaelbury, Ohio",1,74.69,252,0
5217,26,M,"West Arthur, Colorado",13,73.97,47,0
5218,61,M,"West Racheltown, New Mexico",13,15.5,201,0
5219,49,M,"West Michaelmouth, Nevada",2,43.82,105,0
5220,62,M,"South Eddie, Kansas",1,115.14,223,0
5221,64,M,"Richardsonmouth, New Mexico",7,60.09,157,0
5222,44,F,"East Mark, Delaware",15,72.88,117,1
5223,55,F,"Jameschester, Massachusetts",6,135.75,141,1
5224,63,M,"West Toniberg, Ohio",11,160.62,230,0
5225,58,M,"Port Jacobmouth, Idaho",6,68.73,216,1
5226,48,M,"Mikaylamouth, Wisconsin",10,199.28,291,0
5227,34,M,"Saramouth, Rhode Island",2,198.13,244,1
5228,43,M,"North Ryan, Hawaii",1,120.16,70,1
5229,64,F,"Oliviahaven, Kentucky",7,19.82,165,0
5230,34,F,"South Stevenfurt, Louisiana",1,155.46,171,1
5231,24,F,"New Davidhaven, Maryland",10,49.42,349,0
5232,68,M,"Heathertown, Pennsylvania",2,156.36,54,1
5233,55,M,"West Kylestad, Maine",7,152.92,221,0
5234,61,F,"West Brett, South Carolina",7,92.57,228,0
5235,39,F,"Brandiborough, New York",11,175.27,348,0
5236,26,M,"Port Kimberlyhaven, Oregon",16,159.08,307,0
5237,55,F,"Gonzalezside, Arizona",5,134.6,258,1
5238,20,M,"Sydneyton, Illinois",13,53.82,223,0
5239,51,F,"Katelynville, Washington",8,171.95,258,1
5240,42,M,"Wintersstad, Michigan",18,151.58,254,0
5241,38,M,"West Danielside, Alaska",18,154.71,139,1
5242,30,M,"North David, Tennessee",19,53.49,267,1
5243,54,M,"West Meghan, New York",6,62.95,240,1
5244,33,M,"Watsonborough, Utah",1,62.55,43,1
5245,64,F,"West Brittany, Alabama",6,144.88,122,0
5246,51,F,"Valerieton, Maine",14,125.8,34,1
5247,51,F,"Lake Christina, Rhode Island",15,158.18,85,0
5248,65,M,"Sharonshire, New Mexico",5,108.27,263,1
5249,53,F,"Rickyville, Arizona",1,192.88,290,0
5250,56,F,"New Lawrence, Illinois",4,179.0,26,0
5251,22,M,"Theodoreville, Iowa",17,149.97,262,1
5252,47,F,"Millerland, South Dakota",4,71.97,133,1
5253,61,M,"North Taylorport, Colorado",18,116.3,19,1
5254,66,M,"North Heidi, Connecticut",16,109.21,175,1
5255,37,M,"Michaelfort, Virginia",18,65.64,208,0
5256,36,F,"New Jasonton, Oregon",6,32.53,2,0
5257,49,M,"New Sara, Virginia",10,103.53,346,1
5258,49,F,"Ericachester, Missouri",17,61.58,92,0
5259,66,M,"Port Amandabury, Wyoming",8,134.3,335,1
5260,29,F,"Port Alice, Indiana",5,190.84,108,1
5261,53,M,"Weissmouth, Nebraska",18,60.95,34,1
5262,53,F,"Carrollfurt, Idaho",12,145.72,350,1
5263,36,M,"East Joseph, Alaska",7,143.25,313,0
5264,65,M,"Johnfurt, Maine",8,70.6,346,0
5265,48,M,"West Kathrynmouth, Louisiana",6,60.36,361,0
5266,34,M,"Jacksonville, Pennsylvania",7,157.88,242,0
5267,60,F,"Meganstad, Wisconsin",14,140.96,24,1
5268,23,F,"West Haleyville, Maine",16,38.28,141,1
5269,67,F,"West Brittanyhaven, New Hampshire",8,159.11,320,1
5270,59,M,"New Robertborough, Nebraska",19,45.66,265,1
5271,49,F,"New Nicolechester, Delaware",16,20.1,166,0
5272,24,F,"South Robin, New York",6,178.2,325,0
5273,29,M,"Staceytown, Nebraska",16,15.93,24,0
5274,47,F,"Stevenville, Alaska",13,94.18,79,0
5275,47,F,"New Robert, Ohio",8,192.85,336,1
5276,61,F,"Lindamouth, Florida",16,83.17,175,1
5277,53,M,"North Douglashaven, Arizona",13,191.89,199,0
5278,44,F,"Mitchellchester, Texas",8,74.7,123,0
5279,27,F,"Smithton, New Mexico",16,36.94,103,0
5280,61,M,"Quinnside, Texas",6,114.69,299,0
5281,18,M,"Brandonville, New Mexico",3,92.78,263,1
5282,20,F,"Jasmineburgh, Maryland",16,158.85,34,0
5283,68,F,"West Keithton, North Carolina",10,122.32,279,1
5284,54,F,"South Jeffrey, South Dakota",4,30.84,222,1
5285,26,F,"Jeremyview, Nevada",4,133.29,80,0
5286,33,F,"Lake Markton, Nevada",2,55.67,34,0
5287,33,F,"East Mark, Florida",17,157.91,83,1
5288,58,M,"Port Lisaside, North Carolina",14,131.37,139,0
5289,19,F,"Rileyshire, Michigan",1,192.3,175,1
5290,68,M,"Cainburgh, Michigan",10,152.26,61,0
5291,55,F,"Robleschester, Texas",19,172.13,157,1
5292,59,M,"Johnsonberg, Michigan",19,59.02,287,0
5293,65,M,"Sharonview, Indiana",7,158.62,198,1
5294,68,F,"Brittanyport, New Mexico",5,21.23,266,0
5295,49,F,"East Joshua, West Virginia",8,189.81,290,1
5296,54,F,"New Robin, Kentucky",12,80.7,280,0
5297,48,F,"Lake Barbara, Arizona",14,186.38,8,0
5298,50,M,"Rickyville, Virginia",14,148.76,226,1
5299,56,F,"Keithberg, New Jersey",11,19.65,143,1
5300,23,F,"New Christopher, Alaska",9,190.86,58,0
5301,29,M,"Glenntown, Michigan",8,76.92,104,1
5302,58,M,"Michaelborough, Tennessee",18,140.22,99,1
5303,37,F,"East Heathershire, Virginia",7,149.91,304,1
5304,19,M,"West Jason, Colorado",12,42.88,53,1
5305,65,M,"Lake Michaelchester, Wyoming",14,145.77,57,0
5306,59,F,"Candicestad, Massachusetts",2,189.03,77,0
5307,39,F,"New Georgechester, Mississippi",7,127.87,223,0
5308,54,M,"Jomouth, Maryland",2,75.02,152,1
5309,41,F,"Markside, Colorado",19,54.19,55,1
5310,19,M,"Port Brucefurt, Alaska",3,45.38,24,0
5311,27,F,"Conwayport, North Carolina",5,173.88,65,0
5312,57,F,"Lake Ruben, Vermont",1,28.91,182,1
5313,63,M,"North Juliehaven, Georgia",12,27.58,215,0
5314,39,M,"South John, South Carolina",18,106.74,351,0
5315,27,M,"Lake Whitneychester, Ohio",18,181.62,66,0
5316,63,F,"East Katrina, Ohio",2,45.47,226,0
5317,25,M,"West Brendaberg, Vermont",9,65.64,313,1
5318,43,M,"New Joannashire, Florida",18,74.5,117,1
5319,47,M,"Brownburgh, Arizona",8,27.93,1,0
5320,37,M,"Port Jason, Ohio",6,45.12,287,0
5321,41,M,"North Albert, Vermont",2,92.9,347,1
5322,28,M,"Geraldport, New York",10,123.85,10,0
5323,52,M,"Lisahaven, Massachusetts",3,197.32,81,0
5324,45,F,"North Jacob, Tennessee",3,75.67,346,1
5325,24,F,"North Nicholebury, Michigan",15,111.47,223,0
5326,45,F,"South Codyshire, Tennessee",11,177.99,114,1
5327,41,F,"Fisherfort, Michigan",12,183.03,252,1
5328,23,F,"South Robert, Idaho",4,67.92,146,1
5329,25,M,"New Joshua, South Carolina",17,13.42,160,1
5330,41,F,"North Josephberg, Idaho",15,43.17,216,1
5331,36,M,"East Andreafurt, Nebraska",9,110.74,283,1
5332,24,M,"Morenostad, Arizona",14,161.66,362,0
5333,20,M,"Smithborough, North Carolina",14,113.91,143,1
5334,37,F,"Dylanfurt, Nevada",14,175.61,297,1
5335,67,M,"Craigberg, New York",12,48.49,111,1
5336,24,M,"Marcusland, Minnesota",16,119.08,46,1
5337,20,M,"South Kenneth, Nevada",11,133.64,316,0
5338,19,M,"Georgefort, North Dakota",5,109.39,235,1
5339,21,M,"Kaylamouth, South Dakota",9,94.99,105,0
5340,46,F,"Victoriaburgh, Washington",3,191.28,347,0
5341,29,F,"Lake Crystalview, Michigan",1,43.1,3,0
5342,32,M,"Danielshaven, Nevada",16,164.7,193,1
5343,21,F,"Hernandezshire, Rhode Island",7,104.93,101,1
5344,23,F,"Michelebury, California",18,183.31,82,1
5345,41,F,"South Mike, West Virginia",15,92.98,190,0
5346,67,M,"Grayberg, New Mexico",1,117.89,3,0
5347,50,M,"Melaniefort, Wisconsin",8,168.59,268,1
5348,26,F,"New Sharonborough, Virginia",7,44.6,120,1
5349,64,M,"North Carlaland, New Mexico",5,194.33,158,1
5350,29,M,"Bruceshire, North Carolina",1,27.4,361,1
5351,53,M,"Austintown, Iowa",4,16.54,253,0
5352,43,F,"Frankview, Massachusetts",11,165.61,242,0
5353,23,M,"East Kimberlyland, Wyoming",9,163.82,79,1
5354,30,M,"Johnsonside, Hawaii",12,175.12,335,0
5355,47,F,"Woodbury, Pennsylvania",7,22.32,255,0
5356,37,M,"Lopezburgh, Minnesota",6,20.35,270,1
5357,37,M,"Davidfurt, North Carolina",6,126.59,124,1
5358,21,F,"Cassandraport, Indiana",6,13.52,324,0
5359,64,M,"Mikeville, Minnesota",15,58.64,349,0
5360,62,M,"North Jessicaborough, Idaho",13,46.46,305,0
5361,33,F,"Sandovalbury, California",16,134.42,50,0
5362,48,F,"Christopherfort, Maine",13,113.43,305,0
5363,41,F,"Thomasburgh, South Dakota",5,109.13,54,0
5364,26,M,"Lake Juan, Maryland",5,162.66,235,1
5365,47,F,"Clarkland, Idaho",12,156.96,338,1
5366,55,M,"Chrisbury, Tennessee",19,116.83,57,0
5367,25,F,"Spearsborough, Iowa",9,40.78,90,0
5368,63,M,"New Melissa, Pennsylvania",2,175.59,150,0
5369,18,M,"Lake Angela, Vermont",5,152.68,116,0
5370,50,M,"Bryanbury, New Hampshire",11,41.65,309,0
5371,59,M,"East Alexandertown, Maine",15,195.42,124,0
5372,44,F,"Lake Troy, Pennsylvania",10,152.78,252,0
